Mandi Name - Agmark,Mandi Name (Hi),District ID,District Name - Agmark,State Name,Source
Arvi,अर्वी,1126,Wardha,Maharashtra,Agmark
Ashti,अष्टी,1126,Wardha,Maharashtra,Agmark
Ashti(Karanja),आष्टी (करंजा),1126,Wardha,Maharashtra,Agmark
Hinganghat,हिंगणघाट,1126,Wardha,Maharashtra,Agmark
Pulgaon,पुलगांव,1126,Wardha,Maharashtra,Agmark
Samudrapur,समुद्रपुर,1126,Wardha,Maharashtra,Agmark
Sindi,सिंदी,1126,Wardha,Maharashtra,Agmark
Sindi(Selu),सिंदी (सेलू),1126,Wardha,Maharashtra,Agmark
Wardha,वर्धा,1126,Wardha,Maharashtra,Agmark
Bhiwapur,भीवापुर,1127,Nagpur,Maharashtra,Agmark
Hingna,हिंगना,1127,Nagpur,Maharashtra,Agmark
Kalmeshwar,कलमेश्वर,1127,Nagpur,Maharashtra,Agmark
Kamthi,कामथी,1127,Nagpur,Maharashtra,Agmark
Katol,कटोल,1127,Nagpur,Maharashtra,Agmark
Mandhal,मंधल,1127,Nagpur,Maharashtra,Agmark
Mauda,मौदा,1127,Nagpur,Maharashtra,Agmark
Nagpur,नागपुर,1127,Nagpur,Maharashtra,Agmark
Nagpur(Hingna),नागपुर (हिंगना),1127,Nagpur,Maharashtra,Agmark
Nagpur(Mahatma Phule Market),नागपुर (महात्मा फुले) बाजार),1127,Nagpur,Maharashtra,Agmark
Narkhed,नरखेड,1127,Nagpur,Maharashtra,Agmark
Parshiwani,परशिवानी,1127,Nagpur,Maharashtra,Agmark
Ramtek,रामटेक,1127,Nagpur,Maharashtra,Agmark
Savner,सावनेर,1127,Nagpur,Maharashtra,Agmark
Umared,उमरेद,1127,Nagpur,Maharashtra,Agmark
Bhandara,भंडारा,1128,Bhandara,Maharashtra,Agmark
Lakhandur,लखनदुर,1128,Bhandara,Maharashtra,Agmark
Lakhani,लखानी,1128,Bhandara,Maharashtra,Agmark
Pavani,पावनी,1128,Bhandara,Maharashtra,Agmark
Tumsar,तुमसर,1128,Bhandara,Maharashtra,Agmark
Bhadrawati,भद्रावती,1129,Chandrapur,Maharashtra,Agmark
Brahmpuri,ब्रह्मपुरी,1129,Chandrapur,Maharashtra,Agmark
Chandrapur,चंद्रपुर,1129,Chandrapur,Maharashtra,Agmark
Chandrapur(Ganjwad),चंद्रपुर (गंजवाड़),1129,Chandrapur,Maharashtra,Agmark
Chimur,चिमूर,1129,Chandrapur,Maharashtra,Agmark
Gondpimpri,गोंडपिंप्री,1129,Chandrapur,Maharashtra,Agmark
Korpana,कोरपाना,1129,Chandrapur,Maharashtra,Agmark
Mul,मुल,1129,Chandrapur,Maharashtra,Agmark
Nagbhid,नागभीद,1129,Chandrapur,Maharashtra,Agmark
Pombhurni,पोम्बुरनी,1129,Chandrapur,Maharashtra,Agmark
Rajura,राजुरा,1129,Chandrapur,Maharashtra,Agmark
Savali,सवाली,1129,Chandrapur,Maharashtra,Agmark
Sindevahi,सिंदेवाही,1129,Chandrapur,Maharashtra,Agmark
Varora,वरोरा,1129,Chandrapur,Maharashtra,Agmark
Aheri,अहेरी,1130,Gadchiroli,Maharashtra,Agmark
Armori,अरमोरी,1130,Gadchiroli,Maharashtra,Agmark
Armori(Desaiganj),अरमोरी (देसाईगंज),1130,Gadchiroli,Maharashtra,Agmark
Chamorshi,चमोर्शी,1130,Gadchiroli,Maharashtra,Agmark
Gandchiroli,गंधचिरोली,1130,Gadchiroli,Maharashtra,Agmark
Sironcha,सिरोंचा,1130,Gadchiroli,Maharashtra,Agmark
Akhadabalapur,अखाड़ाबालापुर,1131,Hingoli,Maharashtra,Agmark
Basmat,बासमत,1131,Hingoli,Maharashtra,Agmark
Basmat(Kurunda),बासमत (कुरुंदा),1131,Hingoli,Maharashtra,Agmark
Hingoli,हिंगोली,1131,Hingoli,Maharashtra,Agmark
Hingoli(Kanegoan Naka),हिंगोली (कनेगांव नाका),1131,Hingoli,Maharashtra,Agmark
Jawala-Bajar,जावला-बजर,1131,Hingoli,Maharashtra,Agmark
Kalamnuri,कलमनूरी,1131,Hingoli,Maharashtra,Agmark
Sengoan,सेंगोआन,1131,Hingoli,Maharashtra,Agmark
Akkalkuwa,अक्कलकुवा,1132,Nandurbar,Maharashtra,Agmark
Dhadgaon,धड़गांव,1132,Nandurbar,Maharashtra,Agmark
Nandubar(Koparli),नंदूबार (कोपरली),1132,Nandurbar,Maharashtra,Agmark
Nandurbar,नंदुरबार,1132,Nandurbar,Maharashtra,Agmark
Navapur,नवापुर,1132,Nandurbar,Maharashtra,Agmark
Shahada,शहादा,1132,Nandurbar,Maharashtra,Agmark
Taloda,तालोदा,1132,Nandurbar,Maharashtra,Agmark
Karanja,करंजा,1133,Vashim,Maharashtra,Agmark
Malegaon(Vashim),मालेगांव (वाशिम),1133,Vashim,Maharashtra,Agmark
Mangrulpeer,मंगरुलपीर,1133,Vashim,Maharashtra,Agmark
Manora,मनोरा,1133,Vashim,Maharashtra,Agmark
Risod,रिसोड,1133,Vashim,Maharashtra,Agmark
Washim,वाशिम,1133,Vashim,Maharashtra,Agmark
Washim(Ansing),वाशिम (एनसिंग),1133,Vashim,Maharashtra,Agmark
Amgaon,आमगांव,1134,Gondiya,Maharashtra,Agmark
Arjuni,अर्जुनी,1134,Gondiya,Maharashtra,Agmark
Devri,देवरी,1134,Gondiya,Maharashtra,Agmark
Gondiya,गोंदिया,1134,Gondiya,Maharashtra,Agmark
Goregaon,गोरेगांव,1134,Gondiya,Maharashtra,Agmark
Sadak Arjuni,सड़क अर्जुनी,1134,Gondiya,Maharashtra,Agmark
Tiroda,तिरोदा,1134,Gondiya,Maharashtra,Agmark
Aurangabad,औरंगाबाद,0306,Aurangabad,Maharashtra,Agmark
Fulmbri,फुलम्ब्री,0306,Aurangabad,Maharashtra,Agmark
Gangapur,गंगापुर,0306,Aurangabad,Maharashtra,Agmark
Kannad,कन्नड,0306,Aurangabad,Maharashtra,Agmark
Khultabad,खुल्ताबाद,0306,Aurangabad,Maharashtra,Agmark
Lasur Station,लासुर स्टेशन,0306,Aurangabad,Maharashtra,Agmark
Paithan,पैठन,0306,Aurangabad,Maharashtra,Agmark
Sillod,सिल्लोड,0306,Aurangabad,Maharashtra,Agmark
Sillod(Bharadi),सिल्लोड (भराड़ी),0306,Aurangabad,Maharashtra,Agmark
Soygaon,सोयगांव,0306,Aurangabad,Maharashtra,Agmark
Vaijpur,वैजपुर,0306,Aurangabad,Maharashtra,Agmark
All India Cottonseed Crushers Association,अखिल भारतीय कपास बीज क्रशर एसोसिएशन,#N/A,Mumbai,Maharashtra,Agmark
Fruit Market,फल बाजार,#N/A,Mumbai,Maharashtra,Agmark
Mumbai,मुंबई,#N/A,Mumbai,Maharashtra,Agmark
Thane Market,ठाणे बाजार,#N/A,Mumbai,Maharashtra,Agmark
Vashi New Mumbai,वाशी नई मुंबई,#N/A,Mumbai,Maharashtra,Agmark
Lamlong Bazaar,लामलोंग बाजार,1208,Imphal East,Manipur,Agmark
Imphal,इम्फाल,1209,Imphal West,Manipur,Agmark
Moreh,मोरेह,1204,Chandel,Manipur,Agmark
Thoubal,थौबल,1206,Thoubal,Manipur,Agmark
Bishenpur,बिशेनपुर,1207,Bishnupur,Manipur,Agmark
Nongpoh (R-Bhoi),नोंगपोह (आर-भोई),1301,Nongpoh (R-Bhoi),Meghalaya,Agmark
Mawiong Regulated Market,मावियोंग विनियमित बाजार,1302,East Khasi Hills,Meghalaya,Agmark
Shillong,शिलांग,1302,East Khasi Hills,Meghalaya,Agmark
Sohra,सोहरा,1302,East Khasi Hills,Meghalaya,Agmark
Nongstoin,नोंगस्टोइन,1303,West Khasi Hills,Meghalaya,Agmark
Khliehriat,खलीहरियात,1304,East Jaintia Hills,Meghalaya,Agmark
Williamnagar,विलियमनगर,1305,East Garo Hills,Meghalaya,Agmark
Dadengiri,दादेनगिरी,1306,West Garo Hills,Meghalaya,Agmark
Garobadha,गरोबाधा,1306,West Garo Hills,Meghalaya,Agmark
Rongram,रोंग्राम,1306,West Garo Hills,Meghalaya,Agmark
Tura,तुरा,1306,West Garo Hills,Meghalaya,Agmark
Baghmara,बाघमारा,1307,South Garo Hills,Meghalaya,Agmark
Gasuapara,गैसुआपाड़ा,1307,South Garo Hills,Meghalaya,Agmark
Dawki,दावकी,1308,West Jaintia Hills,Meghalaya,Agmark
Jowai,जोवाई,1308,West Jaintia Hills,Meghalaya,Agmark
Laskein,लस्केइन,1308,West Jaintia Hills,Meghalaya,Agmark
Wahiajer,वाहिअजर,1308,West Jaintia Hills,Meghalaya,Agmark
Ampati,अंपाती,1310,South West Garo Hills,Meghalaya,Agmark
Mawkyrwat,मावकिरवाट,1311,South West Khasi Hills,Meghalaya,Agmark
Lungli,लुंगली,3804,Lungli,Mizoram,Agmark
Super Market Lungli (Bara Bazar),सुपर मार्केट लुंगली (बड़ा बाजार),3804,Lungli,Mizoram,Agmark
Bairabi,बैराबी,,Kolasib,Mizoram,Agmark
Champhai,चंफाई,3801,Aizawl,Mizoram,Agmark
Dawrpuri,दावरपुरी,3801,Aizawl,Mizoram,Agmark
Kolasib,कोलासिब,3801,Aizawl,Mizoram,Agmark
Mission,मिशन,3801,Aizawl,Mizoram,Agmark
New Market Aizawl,नया बाजार आइजोल,3801,Aizawl,Mizoram,Agmark
Serchhip,सेरछिप,3801,Aizawl,Mizoram,Agmark
Vairengte,वैरेंगटे,3801,Aizawl,Mizoram,Agmark
Kanhmun,कान्हमुन,3808,Mamit,Mizoram,Agmark
Jalukie,जलुकी,1401,Kohima,Nagaland,Agmark
Khuzama,खुजामा,1401,Kohima,Nagaland,Agmark
Kohima,कोहिमा,1401,Kohima,Nagaland,Agmark
Tseminyu,त्सेमिन्यु,1401,Kohima,Nagaland,Agmark
Naginimora,नागिनीमोरा,1402,Mon,Nagaland,Agmark
Mangkolemba,मांगकोलेम्बा,1403,Mokokchung,Nagaland,Agmark
Mokokchung Town,मोकोकचुंग टाउन,1403,Mokokchung,Nagaland,Agmark
Tuli,तुली,1403,Mokokchung,Nagaland,Agmark
Pfatsero,पफत्सेरो,1404,Phek,Nagaland,Agmark
Phek,फेक,1404,Phek,Nagaland,Agmark
Tuensang,तुएनसांग,1405,Tuensang,Nagaland,Agmark
Baghry,बागरी,1406,Wokha,Nagaland,Agmark
Wokha Town,वोखा शहर,1406,Wokha,Nagaland,Agmark
Aizuto,ऐजुटो,1407,Zunheboto,Nagaland,Agmark
Ghathashi,घटहाशी,1407,Zunheboto,Nagaland,Agmark
Zunheboto,ज़ुन्हेबोतो,1407,Zunheboto,Nagaland,Agmark
4th Mile Dimapur,चौथा मील दीमापुर,1408,Dimapur,Nagaland,Agmark
Dimapur,दीमापुर,1408,Dimapur,Nagaland,Agmark
Kuhuboto,कुहूबोतो,1408,Dimapur,Nagaland,Agmark
Niuland,नियूलैंड,1408,Dimapur,Nagaland,Agmark
Kipheri,किफेरी,1409,Kiphire,Nagaland,Agmark
Longleng,लोंगलेंग,1410,Longleng,Nagaland,Agmark
Tenning,टेनिंग,1411,Peren,Nagaland,Agmark
Azadpur,आजादपुर,#N/A,Delhi,NCT of Delhi,Agmark
"Fish,Poultry & Egg Market, Gazipur","मछली, कुक्कुट पालन एवं अंडा बाजार, गाजीपुर",#N/A,Delhi,NCT of Delhi,Agmark
"Flower Market, Canaught Place(Pr. Yard,Mehrauli)","फूल बाजार, कैनाट प्लेस (पीआर यार्ड, महरौली)",#N/A,Delhi,NCT of Delhi,Agmark
"Flower Market, Fatehpuri(Principal Yard, Mehrauli)","फूल मंडी, फतेहपुरी (प्रिंसिपल यार्ड, महरौली)",#N/A,Delhi,NCT of Delhi,Agmark
"Flower Market,Gazipur","फूल बाजार, गाजीपुर",#N/A,Delhi,NCT of Delhi,Agmark
"Fodder Market, Mangolpuri","चारा मार्केट, मंगोलपुरी",#N/A,Delhi,NCT of Delhi,Agmark
Keshopur,केशोपुर,#N/A,Delhi,NCT of Delhi,Agmark
"Khoya Market, Kashmiri Gate","खोया मार्केट, कश्मीरी द्वार",#N/A,Delhi,NCT of Delhi,Agmark
Najafgarh,नजफगढ़,#N/A,Delhi,NCT of Delhi,Agmark
Narela,नरेला,#N/A,Delhi,NCT of Delhi,Agmark
Shahdara,शाहदरा,#N/A,Delhi,NCT of Delhi,Agmark
Bolangir,बोलांगीर,1502,Bolangir,Odisha,Agmark
Bolangir(Patnagarh),बोलांगीर (पटनागढ़),1502,Bolangir,Odisha,Agmark
Kantabaji,कांताबाजी,1502,Bolangir,Odisha,Agmark
Tusura,तुसुरा,1502,Bolangir,Odisha,Agmark
Baripada,बारीपदा,1509,Mayurbhanja,Odisha,Agmark
Betnoti,बेटनोटी,1509,Mayurbhanja,Odisha,Agmark
Chuliaposi,चुलियापोसी,1509,Mayurbhanja,Odisha,Agmark
Karanjia,करंजिया,1509,Mayurbhanja,Odisha,Agmark
Saraskana,सारास्काना,1509,Mayurbhanja,Odisha,Agmark
Udala,उदाला,1509,Mayurbhanja,Odisha,Agmark
Bonai,बोनाई,1513,Sundergarh,Odisha,Agmark
Panposh,पानपोश,1513,Sundergarh,Odisha,Agmark
Sargipali,सरगीपाली,1513,Sundergarh,Odisha,Agmark
Birmaharajpur,बिरमहाराजपुर,1515,Sonepur,Odisha,Agmark
Dungurapalli,डुंगुरापल्ली,1515,Sonepur,Odisha,Agmark
Pandkital,पंडकीताल,1515,Sonepur,Odisha,Agmark
Nabarangpur(Umerkote),नबरंगपुर (उमरकोट),1523,Nowarangpur,Odisha,Agmark
Nawarangpur,नवरंगपुर,1523,Nowarangpur,Odisha,Agmark
Aiginia Mandi,ऐगिनिया मंडी,1526,Khurda,Odisha,Agmark
Balugaon,बालूगांव,1526,Khurda,Odisha,Agmark
Damana Hat,दमना हैट,1526,Khurda,Odisha,Agmark
Garadipanchan,गराडीपंचम,1526,Khurda,Odisha,Agmark
Jatni,जटनी,1526,Khurda,Odisha,Agmark
Pratap Rudrapur,प्रताप रुद्रपुर,1526,Khurda,Odisha,Agmark
Bampada,बांपाडा,1501,Balasore,Odisha,Agmark
Barikpur,बारिकपुर,1501,Balasore,Odisha,Agmark
Jaleswar,जलेश्वर,1501,Balasore,Odisha,Agmark
Nilagiri,नीलगिरि,1501,Balasore,Odisha,Agmark
Athagarh,अथागढ़,1503,Cuttack,Odisha,Agmark
Banki,बांकी,1503,Cuttack,Odisha,Agmark
Kendupatna,केंदुपतना,1503,Cuttack,Odisha,Agmark
Kendupatna(Niali),केंडुपटना (नियाली),1503,Cuttack,Odisha,Agmark
Dhenkanal,ढेंकनाल,1504,Dhenkanal,Odisha,Agmark
Hindol,हिंडोल,1504,Dhenkanal,Odisha,Agmark
Kamakhyanagar,कामाख्यानगर,1504,Dhenkanal,Odisha,Agmark
Mottagaon,मोत्तागांव,1504,Dhenkanal,Odisha,Agmark
Bhanjanagar,भंजनगर,1505,Ganjam,Odisha,Agmark
Digapahandi,दिगपहंडी,1505,Ganjam,Odisha,Agmark
Hinjilicut,हिंजिलिकट,1505,Ganjam,Odisha,Agmark
Bhawanipatna,भवानीपटना,1506,Kalahandi,Odisha,Agmark
Junagarh,जूनागढ़,1506,Kalahandi,Odisha,Agmark
Kalahandi(Dharamagarh),कालाहांडी (धरमगढ़),1506,Kalahandi,Odisha,Agmark
Kesinga,केसिंगा,1506,Kalahandi,Odisha,Agmark
Mukhiguda,मुखीगुडा,1506,Kalahandi,Odisha,Agmark
Anandapur,आनंदपुर,1507,Keonjhar,Odisha,Agmark
Champua,चम्पुआ,1507,Keonjhar,Odisha,Agmark
Keonjhar,क्योंझर,1507,Keonjhar,Odisha,Agmark
Keonjhar(Dhekikote),क्योंझर (ढेकीकोटे),1507,Keonjhar,Odisha,Agmark
Keonjhar(Jhumpura),क्योंझर (झुमपुरा),1507,Keonjhar,Odisha,Agmark
Saharpada,सहारपाड़ा,1507,Keonjhar,Odisha,Agmark
Jeypore,जयपोर,1508,Koraput,Odisha,Agmark
Jeypore(Kotpad),जयपोर (कोटपाड़),1508,Koraput,Odisha,Agmark
Koraput,कोरापुट,1508,Koraput,Odisha,Agmark
Koraput(Semilguda),कोरापुट (सेमिलगुडा),1508,Koraput,Odisha,Agmark
Dumal,दुमल,1511,Puri,Odisha,Agmark
Gabadkunda,गबदकुंडा,1511,Puri,Odisha,Agmark
Nimapara,निमापारा,1511,Puri,Odisha,Agmark
Puri(Brahmagiri),पुरी (ब्रह्मगिरि),1511,Puri,Odisha,Agmark
Sakhigopal,सखीगोपाल,1511,Puri,Odisha,Agmark
Gosala,गोसला,1512,Sambalpur,Odisha,Agmark
Kuchinda,कुचिंडा,1512,Sambalpur,Odisha,Agmark
Rairakhol,रायराखोल,1512,Sambalpur,Odisha,Agmark
Sahaspur,सहसपुर,1512,Sambalpur,Odisha,Agmark
Sambalpur,संबलपुर,1512,Sambalpur,Odisha,Agmark
Bhadrak,भद्रक,1514,Bhadrak,Odisha,Agmark
Chandabali,चंदाबली,1514,Bhadrak,Odisha,Agmark
Sahidngar,साहिदंगर,1514,Bhadrak,Odisha,Agmark
Jagatsinghpur,जगतसिंहपुर,1516,Jagatsinghpur,Odisha,Agmark
Rahama,रहमा,1516,Jagatsinghpur,Odisha,Agmark
Jajpur,जाजपुर,1517,Jajpur,Odisha,Agmark
Jhumpura,झुमपुरा,1517,Jajpur,Odisha,Agmark
Chatta Krushak Bazar,छत्ता कृषक बाजार,1518,Kendrapara,Odisha,Agmark
Gopa,गोपा,1518,Kendrapara,Odisha,Agmark
Kendrapara,केंद्रपाड़ा,1518,Kendrapara,Odisha,Agmark
Kendrapara(Marshaghai),केंद्रपाड़ा (मार्शघई),1518,Kendrapara,Odisha,Agmark
Pattamundai,पट्टामुंडई,1518,Kendrapara,Odisha,Agmark
Angaura,अंगौरा,1519,Angul,Odisha,Agmark
Angul,अंगुल,1519,Angul,Odisha,Agmark
Angul(Atthamallick),अंगुल (अथमल्लिक),1519,Angul,Odisha,Agmark
Angul(Jarapada),अंगुल (जरापाड़ा),1519,Angul,Odisha,Agmark
Pallahara,पल्लाहारा,1519,Angul,Odisha,Agmark
Talcher,तालचेर,1519,Angul,Odisha,Agmark
Kasinagar,काशीनगर,1520,Gajapati,Odisha,Agmark
Parlakhemundi,पारलाखेमुंडी,1520,Gajapati,Odisha,Agmark
Khariar,खरियार,1521,Nuapada,Odisha,Agmark
Khariar Road,खरियार रोड,1521,Nuapada,Odisha,Agmark
Malkanagiri,मलकानगिरी,1522,Malkangiri,Odisha,Agmark
Malkangiri(Korakunda),मलकानगिरी (कोराकुंडा),1522,Malkangiri,Odisha,Agmark
Gunpur,गुनपुर,1524,Rayagada,Odisha,Agmark
Rayagada,रायगढ़,1524,Rayagada,Odisha,Agmark
Rayagada(Muniguda),रायगढ़ (मुनिगुडा),1524,Rayagada,Odisha,Agmark
Boudh,बौध,1525,Boudh,Odisha,Agmark
Khunthabandha,खुंथाबंध,1525,Boudh,Odisha,Agmark
Bahadajholla,बहादजहोल्ला,1527,Nayagarh,Odisha,Agmark
Sarankul,सरनकुल,1527,Nayagarh,Odisha,Agmark
Attabira,अट्टाबिरा,1528,Bargarh,Odisha,Agmark
Bargarh,बरगढ़,1528,Bargarh,Odisha,Agmark
Bargarh(Barapalli),बरगढ़ (बारापल्ली),1528,Bargarh,Odisha,Agmark
Godabhaga,गोदाभगा,1528,Bargarh,Odisha,Agmark
Padampur,पदमपुर,1528,Bargarh,Odisha,Agmark
Sohela,सोहेला,1528,Bargarh,Odisha,Agmark
Deogarh,देवगढ़,1529,Deogarh,Odisha,Agmark
Tileibani,तिलीबानी,1529,Deogarh,Odisha,Agmark
Jharsuguda,झारसुगुडा,1530,Jharsuguda,Odisha,Agmark
Kandhamal,कंधमाल,1531,Kandhamal,Odisha,Agmark
Tikabali,टीकाबली,1531,Kandhamal,Odisha,Agmark
Madagadipet,मदागाडीपेट,3901,Pondicherry,Pondicherry,Agmark
Thattanchavady,थट्टानचावडी,3901,Pondicherry,Pondicherry,Agmark
Yanam,यानम,3901,Pondicherry,Pondicherry,Agmark
Karaikal,कराईकल,3903,Karaikal,Pondicherry,Agmark
"Ferozepur Cantt, (Sadehasham)","फिरोजपुर कैंट, (सदेहम)",1604,Ferozpur,Punjab,Agmark
Ferozepur Cantt.,फिरोजपुर कैंट।,1604,Ferozpur,Punjab,Agmark
Ferozepur Cantt(Jhok Harihar),फिरोजपुर कैंट (झोक हरिहर),1604,Ferozpur,Punjab,Agmark
Firozepur City,फिरोजपुर सिटी,1604,Ferozpur,Punjab,Agmark
Guru Har Sahai,गुरु हर सहाय,1604,Ferozpur,Punjab,Agmark
Makhu,मखू,1604,Ferozpur,Punjab,Agmark
Mallanwala,मल्लांवाला,1604,Ferozpur,Punjab,Agmark
Mallanwala (KhosaDalSinghwala),मल्लांवाला (खोसादलसिंहवाला),1604,Ferozpur,Punjab,Agmark
Mamdot,ममदोट,1604,Ferozpur,Punjab,Agmark
Mamdot(Tibbi Khurd),ममदोट (टिब्बी खुर्द),1604,Ferozpur,Punjab,Agmark
Talwandi Bhai,तलवंडी भाई,1604,Ferozpur,Punjab,Agmark
Talwandi Bhai(Mudki),तलवंडी भाई (मुदकी),1604,Ferozpur,Punjab,Agmark
Zira,ज़ीरा,1604,Ferozpur,Punjab,Agmark
Anandpur Sahib,आनंदपुर साहिब,1611,Ropar (Rupnagar),Punjab,Agmark
Chamkaur Sahib,चमकौर साहिब,1611,Ropar (Rupnagar),Punjab,Agmark
Chamkaur Sahib (Bela),चमकौर साहिब (बेला),1611,Ropar (Rupnagar),Punjab,Agmark
Morinda,मोरिंडा,1611,Ropar (Rupnagar),Punjab,Agmark
Ropar,रोपड़,1611,Ropar (Rupnagar),Punjab,Agmark
Amloh,अमलोह,1614,Fatehgarh,Punjab,Agmark
Amloh(Gobind Garh Mandi),अमलोह (गोबिंद गढ़ मंडी),1614,Fatehgarh,Punjab,Agmark
Bassi Pathana,बस्सी पठाना,1614,Fatehgarh,Punjab,Agmark
Bassi Pathana((Nanadpur Kalour),बस्सी पठाना ((नांदपुर कलौर),1614,Fatehgarh,Punjab,Agmark
Chanarthal,चनारथल,1614,Fatehgarh,Punjab,Agmark
Khamano,खमानो,1614,Fatehgarh,Punjab,Agmark
Khamano (Sanghol),खमानो (संघोल),1614,Fatehgarh,Punjab,Agmark
Sirhind,सरहिंद,1614,Fatehgarh,Punjab,Agmark
Banur,बनूड़,1615,Mohali,Punjab,Agmark
Banur (Kheragaju),बनूड़ (खेरागजू),1615,Mohali,Punjab,Agmark
Dau Majra,दाऊ माजरा,1615,Mohali,Punjab,Agmark
Dera Bassi,डेराबस्सी,1615,Mohali,Punjab,Agmark
Kharar,खरड़,1615,Mohali,Punjab,Agmark
Khizrabad,खिजराबाद,1615,Mohali,Punjab,Agmark
Kurali,कुराली,1615,Mohali,Punjab,Agmark
Lalru,लालरू,1615,Mohali,Punjab,Agmark
Bariwala,बारीवाला,1617,Muktsar,Punjab,Agmark
Giddarbaha,गिद्दड़बाहा,1617,Muktsar,Punjab,Agmark
Malout,मलोट,1617,Muktsar,Punjab,Agmark
Malout (Kilianwali),मलोट (किलियानवाली),1617,Muktsar,Punjab,Agmark
Malout (Panniwala),मलोट (पन्नीवाला),1617,Muktsar,Punjab,Agmark
Muktsar,मुक्तसर,1617,Muktsar,Punjab,Agmark
Bhikhiwind,भिखीविंड,1620,Tarntaran,Punjab,Agmark
Bhikhiwind (Algo),भिखीविंड (अल्गो),1620,Tarntaran,Punjab,Agmark
Bhikhiwind (Basarke),भिखीविंड (बसरके),1620,Tarntaran,Punjab,Agmark
Bhikhiwind (Marrimegha),भिखीविंड (मर्रिमेघा),1620,Tarntaran,Punjab,Agmark
Bhikhiwind (Sursingh),भिखीविंड (सुरसिंह),1620,Tarntaran,Punjab,Agmark
Bhikhiwind(Khalra),भिखीविंड (खालरा),1620,Tarntaran,Punjab,Agmark
Chabhal,चभाल,1620,Tarntaran,Punjab,Agmark
Harike,हरिके,1620,Tarntaran,Punjab,Agmark
Khadur Sahib,खडूर साहिब,1620,Tarntaran,Punjab,Agmark
Khadur Sahib(Fetehabad),खडूर साहिब (फतेहाबाद),1620,Tarntaran,Punjab,Agmark
Khem karan,खेम करण,1620,Tarntaran,Punjab,Agmark
Khemkaran (Amarkot),खेमकरण (अमरकोट),1620,Tarntaran,Punjab,Agmark
Naushera Pannua (Dhotian),नौशेरा पन्नू (धोतियान),1620,Tarntaran,Punjab,Agmark
Naushera Pannuan,नौशेरा पन्नुन,1620,Tarntaran,Punjab,Agmark
Patti,पट्टी,1620,Tarntaran,Punjab,Agmark
Tarantaran,तरनतारन,1620,Tarntaran,Punjab,Agmark
Balachaur,बलाचौर,1621,Nawanshahr,Punjab,Agmark
Banga,बंगा,1621,Nawanshahr,Punjab,Agmark
Banga (Kataria),बंगा (कटारिया),1621,Nawanshahr,Punjab,Agmark
Behloor Kalan,बहलूर कलां,1621,Nawanshahr,Punjab,Agmark
Nawan Shahar(Mandi Aur),नवां शहर (मंडी और),1621,Nawanshahr,Punjab,Agmark
Nawan Shahar(Mandi Jadla),नवां शहर (मंडी जाडला),1621,Nawanshahr,Punjab,Agmark
Nawan Shahar(MandiRaho),नवां शहर (मंडीराहो),1621,Nawanshahr,Punjab,Agmark
Nawan Shahar(Subzi Mandi),नवां शहर (सब्जी मंडी),1621,Nawanshahr,Punjab,Agmark
Nawanshahar,नवांशहर,1621,Nawanshahr,Punjab,Agmark
Phambra,फाम्बरा,1621,Nawanshahr,Punjab,Agmark
Dasuya,दसूया,1601,Hoshiarpur,Punjab,Agmark
Garh Shankar,गढ़ शंकर,1601,Hoshiarpur,Punjab,Agmark
Garh Shankar(Mahalpur),गढ़ शंकर (महलपुर),1601,Hoshiarpur,Punjab,Agmark
GarhShankar (Kotfatuhi),गढ़शंकर (कोटफतुही),1601,Hoshiarpur,Punjab,Agmark
Garhshankar(Saila Khurd),गढ़शंकर (सैला खुर्द),1601,Hoshiarpur,Punjab,Agmark
Hoshiarpur,होशियारपुर,1601,Hoshiarpur,Punjab,Agmark
Hoshiarpur(Chara Mandi),होशियारपुर (चारा मंडी),1601,Hoshiarpur,Punjab,Agmark
Hoshiarpur(Sham Churasi),होशियारपुर (शाम चुरासी),1601,Hoshiarpur,Punjab,Agmark
Mukerian,मुकेरियां,1601,Hoshiarpur,Punjab,Agmark
Mukerian(Talwara),मुकेरियां (तलवाड़ा),1601,Hoshiarpur,Punjab,Agmark
Tanda UrMar (Miani mandi),टांडा उरमार (मियानी मंडी),1601,Hoshiarpur,Punjab,Agmark
Tanda Urmur,टांडा उरमूर,1601,Hoshiarpur,Punjab,Agmark
Adampur,आदमपुर,1602,Jalandhar,Punjab,Agmark
Adampur(Bahodinpur),आदमपुर (बहोदिनपुर),1602,Jalandhar,Punjab,Agmark
Adampur(Daroli Kalan),आदमपुर (दरोली कलां),1602,Jalandhar,Punjab,Agmark
Behram,बेहराम,1602,Jalandhar,Punjab,Agmark
Bhode Saprai,भोडे सप्राई,1602,Jalandhar,Punjab,Agmark
Bhogpur,भोगपुर,1602,Jalandhar,Punjab,Agmark
Bilga,बिलगा,1602,Jalandhar,Punjab,Agmark
Bilga (Talwan ),बिल्गा (तलवान),1602,Jalandhar,Punjab,Agmark
Gidderpindi,गिद्दरपिंडी,1602,Jalandhar,Punjab,Agmark
Goraya,गोराया,1602,Jalandhar,Punjab,Agmark
Jalandhar Cantt (Jamshedpur Dana Mandi),जलंधर कैंट (जमशेदपुर दाना मंडी),1602,Jalandhar,Punjab,Agmark
Jalandhar Cantt.,जलंधर कैंट।,1602,Jalandhar,Punjab,Agmark
Jalandhar Cantt(Hoshiarpur Road),जलंधर कैंट (होशियारपुर रोड),1602,Jalandhar,Punjab,Agmark
